nse_symbol,yahoo_symbol,company_name,yahoo_sector,sector_index_name,sector_index_symbol
DPABHUSHAN,DPABHUSHAN.NS,D. P. Abhushan Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
DPSCLTD,DPSCLTD.NS,India Power Corporation Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
DPWIRES,DPWIRES.NS,D.P. Wires Limited,Industrials,NIFTY INFRA,^CNXINFRA
DRCSYSTEMS,DRCSYSTEMS.NS,DRC Systems India Limited,Technology,NIFTY IT,^CNXIT
DREAMFOLKS,DREAMFOLKS.NS,Dreamfolks Services Limited,Industrials,NIFTY INFRA,^CNXINFRA
DREDGECORP,DREDGECORP.NS,Dredging Corporation of India Limited,Industrials,NIFTY INFRA,^CNXINFRA
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
DSSL,DSSL.NS,Dynacons Systems & Solutions Limited,Technology,NIFTY IT,^CNXIT
DTIL,DTIL.NS,Dhunseri Tea & Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
DUCON,DUCON.NS,Ducon Infratechnologies Limited,Industrials,NIFTY INFRA,^CNXINFRA
DVL,DVL.NS,Dhunseri Ventures Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
DWARKESH,DWARKESH.NS,Dwarikesh Sugar Industries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
DYCL,DYCL.NS,Dynamic Cables Limited,Industrials,NIFTY INFRA,^CNXINFRA
DYNAMATECH,DYNAMATECH.NS,Dynamatic Technologies Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
DYNPRO,DYNPRO.NS,Dynemic Products Limited,Basic Materials,NIFTY METAL,^CNXMETAL
E2E,E2E.NS,E2E Networks Limited,Technology,NIFTY IT,^CNXIT
EASEMYTRIP,EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EBGNG,EBGNG.NS,EBGNG,Technology,NIFTY IT,^CNXIT
ECLERX,ECLERX.NS,eClerx Services Limited,Technology,NIFTY IT,^CNXIT
ECOSMOBLTY,ECOSMOBLTY.NS,ECOSMOBLTY,Industrials,NIFTY INFRA,^CNXINFRA
EDELWEISS,EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
EFCIL,EFCIL.NS,EFC (I) Limited,Real Estate,NIFTY REALTY,^CNXREALTY
EICHERMOT,EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EIDPARRY,EIDPARRY.NS,E.I.D.- Parry (India) Limited,Basic Materials,NIFTY METAL,^CNXMETAL
EIEL,EIEL.NS,EIEL,Industrials,NIFTY INFRA,^CNXINFRA
EIFFL,EIFFL.NS,Euro India Fresh Foods Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
EIHAHOTELS,EIHAHOTELS.NS,EIH Associated Hotels Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EIHOTEL,EIHOTEL.NS,EIH Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EIMCOELECO,EIMCOELECO.NS,Eimco Elecon (India) Limited,Industrials,NIFTY INFRA,^CNXINFRA
EKC,EKC.NS,Everest Kanto Cylinder Limited,Industrials,NIFTY INFRA,^CNXINFRA
ELDEHSG,ELDEHSG.NS,Eldeco Housing and Industries Limited,Real Estate,NIFTY REALTY,^CNXREALTY
ELECON,ELECON.NS,Elecon Engineering Company Limited,Industrials,NIFTY INFRA,^CNXINFRA
ELECTCAST,ELECTCAST.NS,Electrosteel Castings Limited,Industrials,NIFTY INFRA,^CNXINFRA
ELECTHERM,ELECTHERM.NS,Electrotherm (India) Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,NIFTY INFRA,^CNXINFRA
ELGIRUBCO,ELGIRUBCO.NS,Elgi Rubber Company Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ELIN,ELIN.NS,Elin Electronics Limited,Industrials,NIFTY INFRA,^CNXINFRA
ELLEN,ELLEN.NS,ELLEN,Basic Materials,NIFTY METAL,^CNXMETAL
EMAMILTD,EMAMILTD.NS,Emami Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
EMAMIPAP,EMAMIPAP.NS,Emami Paper Mills Limited,Basic Materials,NIFTY METAL,^CNXMETAL
EMAMIREAL,EMAMIREAL.NS,Emami Realty Limited,Real Estate,NIFTY REALTY,^CNXREALTY
EMCURE,EMCURE.NS,EMCURE,Healthcare,NIFTY PHARMA,^CNXPHARMA
EMIL,EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EMKAY,EMKAY.NS,Emkay Global Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
EMMBI,EMMBI.NS,Emmbi Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EMMVEE,EMMVEE.NS,EMMVEE,Technology,NIFTY IT,^CNXIT
EMSLIMITED,EMSLIMITED.NS,EMS Limited,Industrials,NIFTY INFRA,^CNXINFRA
EMUDHRA,EMUDHRA.NS,eMudhra Limited,Technology,NIFTY IT,^CNXIT
ENDURANCE,ENDURANCE.NS,Endurance Technologies Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ENGINERSIN,ENGINERSIN.NS,Engineers India Limited,Industrials,NIFTY INFRA,^CNXINFRA
ENIL,ENIL.NS,Entertainment Network (India) Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
ENRIN,ENRIN.NS,Siemens Energy India Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
ENTERO,ENTERO.NS,Entero Healthcare Solutions Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
EPACK,EPACK.NS,EPACK Durable Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EPACKPEB,EPACKPEB.NS,EPACKPEB,Industrials,NIFTY INFRA,^CNXINFRA
EPIGRAL,EPIGRAL.NS,Epigral Limited,Basic Materials,NIFTY METAL,^CNXMETAL
EPL,EPL.NS,EPL Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EQUITASBNK,EQUITASBNK.NS,Equitas Small Finance Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
ERIS,ERIS.NS,Eris Lifesciences Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
ESABINDIA,ESABINDIA.NS,ESAB India Limited,Industrials,NIFTY INFRA,^CNXINFRA
ESAFSFB,ESAFSFB.NS,ESAF Small Finance Bank,Financial Services,NIFTY FIN SERVICE,^CNXFIN
ESCORTS,ESCORTS.NS,Escorts Kubota Limited,Industrials,NIFTY INFRA,^CNXINFRA
ESSENTIA,ESSENTIA.NS,Integra Essentia Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
ESTER,ESTER.NS,Ester Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
ETERNAL,ETERNAL.NS,Eternal Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
ETHOSLTD,ETHOSLTD.NS,Ethos Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EUREKAFORB,EUREKAFORB.NS,Eureka Forbes Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EUROBOND,EUROBOND.NS,EUROBOND,Industrials,NIFTY INFRA,^CNXINFRA
EUROPRATIK,EUROPRATIK.NS,EUROPRATIK,Basic Materials,NIFTY METAL,^CNXMETAL
EVEREADY,EVEREADY.NS,Eveready Industries India Limited,Industrials,NIFTY INFRA,^CNXINFRA
EVERESTIND,EVERESTIND.NS,Everest Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
EXCEL,EXCEL.NS,Excel Realty N Infra Limited,Industrials,NIFTY INFRA,^CNXINFRA
EXCELINDUS,EXCELINDUS.NS,Excel Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
EXCELSOFT,EXCELSOFT.NS,EXCELSOFT,Technology,NIFTY IT,^CNXIT
EXICOM,EXICOM.NS,Exicom Tele-Systems Limited,Industrials,NIFTY INFRA,^CNXINFRA
EXIDEIND,EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
EXPLEOSOL,EXPLEOSOL.NS,Expleo Solutions Limited,Technology,NIFTY IT,^CNXIT
FABTECH,FABTECH.NS,FABTECH,Healthcare,NIFTY PHARMA,^CNXPHARMA
FACT,FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,NIFTY METAL,^CNXMETAL
FAIRCHEMOR,FAIRCHEMOR.NS,Fairchem Organics Limited,Basic Materials,NIFTY METAL,^CNXMETAL
FAZE3Q,FAZE3Q.NS,Faze Three Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FCL,FCL.NS,Fineotex Chemical Limited,Basic Materials,NIFTY METAL,^CNXMETAL
FCSSOFT,FCSSOFT.NS,FCS Software Solutions Limited,Technology,NIFTY IT,^CNXIT
FDC,FDC.NS,FDC Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
FEDERALBNK,FEDERALBNK.NS,The Federal Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
FEDFINA,FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
FIBERWEB,FIBERWEB.NS,Fiberweb (India) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FIEMIND,FIEMIND.NS,Fiem Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FILATEX,FILATEX.NS,Filatex India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FILATFASH,FILATFASH.NS,Filatex Fashions Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FINCABLES,FINCABLES.NS,Finolex Cables Limited,Industrials,NIFTY INFRA,^CNXINFRA
FINEORG,FINEORG.NS,Fine Organic Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
FINKURVE,FINKURVE.NS,Finkurve Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
FINOPB,FINOPB.NS,Fino Payments Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
FINPIPE,FINPIPE.NS,Finolex Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
FIRSTCRY,FIRSTCRY.NS,FIRSTCRY,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FISCHER,FISCHER.NS,Fischer Medical Ventures Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
FIVESTAR,FIVESTAR.NS,Five-Star Business Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
FLAIR,FLAIR.NS,FLAIR,Industrials,NIFTY INFRA,^CNXINFRA
FLEXITUFF,FLEXITUFF.NS,Flexituff Ventures International Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FLUOROCHEM,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
FMGOETZE,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FMNL,FMNL.NS,Future Market Networks Limited,Real Estate,NIFTY REALTY,^CNXREALTY
FOCUS,FOCUS.NS,Focus Lighting and Fixtures Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FOODSIN,FOODSIN.NS,Foods and Inns Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
FORCEMOT,FORCEMOT.NS,Force Motors Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
FORTIS,FORTIS.NS,Fortis Healthcare Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
FOSECOIND,FOSECOIND.NS,Foseco India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
FSL,FSL.NS,Firstsource Solutions Limited,Technology,NIFTY IT,^CNXIT
FUSION,FUSION.NS,Fusion Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GABRIEL,GABRIEL.NS,Gabriel India Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GAEL,GAEL.NS,Gujarat Ambuja Exports Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GAIL,GAIL.NS,GAIL (India) Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
GALAPREC,GALAPREC.NS,GALAPREC,Industrials,NIFTY INFRA,^CNXINFRA
GALAXYSURF,GALAXYSURF.NS,Galaxy Surfactants Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GALLANTT,GALLANTT.NS,Gallantt Ispat Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GANDHAR,GANDHAR.NS,Gandhar Oil Refinery (India) Limited,Energy,NIFTY ENERGY,^CNXENERGY
GANDHITUBE,GANDHITUBE.NS,Gandhi Special Tubes Limited,Industrials,NIFTY INFRA,^CNXINFRA
GANECOS,GANECOS.NS,Ganesha Ecosphere Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GANESHBE,GANESHBE.NS,Ganesh Benzoplast Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GANESHCP,GANESHCP.NS,GANESHCP,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GANESHHOU,GANESHHOU.NS,Ganesh Housing Limited,Real Estate,NIFTY REALTY,^CNXREALTY
GANGAFORGE,GANGAFORGE.NS,Ganga Forging Limited,Industrials,NIFTY INFRA,^CNXINFRA
GANGESSECU,GANGESSECU.NS,Ganges Securities Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GARFIBRES,GARFIBRES.NS,Garware Technical Fibres Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GARUDA,GARUDA.NS,GARUDA,Industrials,NIFTY INFRA,^CNXINFRA
GATECH,GATECH.NS,GACM Technologies Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GATECHDVR,GATECHDVR.NS,GACM Technologies Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GATEWAY,GATEWAY.NS,Gateway Distriparks Limited,Industrials,NIFTY INFRA,^CNXINFRA
GEECEE,GEECEE.NS,GeeCee Ventures Limited,Real Estate,NIFTY REALTY,^CNXREALTY
GEEKAYWIRE,GEEKAYWIRE.NS,Geekay Wires Limited,Industrials,NIFTY INFRA,^CNXINFRA
GEMAROMA,GEMAROMA.NS,GEMAROMA,Basic Materials,NIFTY METAL,^CNXMETAL
GENCON,GENCON.NS,Generic Engineering Construction and Projects Limited,Industrials,NIFTY INFRA,^CNXINFRA
GENESYS,GENESYS.NS,Genesys International Corporation Limited,Technology,NIFTY IT,^CNXIT
GENUSPAPER,GENUSPAPER.NS,Genus Paper & Boards Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GENUSPOWER,GENUSPOWER.NS,Genus Power Infrastructures Limited,Industrials,NIFTY INFRA,^CNXINFRA
GEOJITFSL,GEOJITFSL.NS,Geojit Financial Services Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,NIFTY INFRA,^CNXINFRA
GFLLIMITED,GFLLIMITED.NS,GFL Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GHCL,GHCL.NS,GHCL Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GHCLTEXTIL,GHCLTEXTIL.NS,GHCL Textiles Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GICHSGFIN,GICHSGFIN.NS,GIC Housing Finance Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GICRE,GICRE.NS,General Insurance Corporation of India,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GILLANDERS,GILLANDERS.NS,Gillanders Arbuthnot and Company Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GILLETTE,GILLETTE.NS,Gillette India Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GINNIFILA,GINNIFILA.NS,Ginni Filaments Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GIPCL,GIPCL.NS,Gujarat Industries Power Company Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
GKENERGY,GKENERGY.NS,GKENERGY,Utilities,NIFTY PSU BANK,^CNXPSUBANK
GKWLIMITED,GKWLIMITED.NS,GKW Limited,Industrials,NIFTY INFRA,^CNXINFRA
GLAND,GLAND.NS,Gland Pharma Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
GLAXO,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
GLOBALE,GLOBALE.NS,Globale Tessile Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GLOBALVECT,GLOBALVECT.NS,Global Vectra Helicorp Limited,Industrials,NIFTY INFRA,^CNXINFRA
GLOBE,GLOBE.NS,Globe Enterprises (India) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GLOBECIVIL,GLOBECIVIL.NS,GLOBECIVIL,Industrials,NIFTY INFRA,^CNXINFRA
GLOBUSSPR,GLOBUSSPR.NS,Globus Spirits Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GLOSTERLTD,GLOSTERLTD.NS,Gloster Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GLOTTIS,GLOTTIS.NS,GLOTTIS,Industrials,NIFTY INFRA,^CNXINFRA
GMBREW,GMBREW.NS,G.M. Breweries Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GMDCLTD,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,NIFTY ENERGY,^CNXENERGY
GMMPFAUDLR,GMMPFAUDLR.NS,GMM Pfaudler Limited,Industrials,NIFTY INFRA,^CNXINFRA
GMRAIRPORT,GMRAIRPORT.NS,GMR Airports Limited,Industrials,NIFTY INFRA,^CNXINFRA
GMRP&UI,GMRP&UI.NS,GMR Power And Urban Infra Limited,Energy,NIFTY ENERGY,^CNXENERGY
GNA,GNA.NS,G N A Axles Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GNFC,GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GOACARBON,GOACARBON.NS,Goa Carbon Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GOCLCORP,GOCLCORP.NS,GOCL Corporation Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GOCOLORS,GOCOLORS.NS,Go Fashion (India) Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GODAVARIB,GODAVARIB.NS,GODAVARIB,Basic Materials,NIFTY METAL,^CNXMETAL
GODFRYPHLP,GODFRYPHLP.NS,Godfrey Phillips India Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GODIGIT,GODIGIT.NS,GODIGIT,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GODREJAGRO,GODREJAGRO.NS,Godrej Agrovet Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GODREJCP,GODREJCP.NS,Godrej Consumer Products Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GODREJIND,GODREJIND.NS,Godrej Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
GODREJPROP,GODREJPROP.NS,Godrej Properties Limited,Real Estate,NIFTY REALTY,^CNXREALTY
GOKEX,GOKEX.NS,Gokaldas Exports Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GOKUL,GOKUL.NS,Gokul Refoils & Solvent Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GOKULAGRO,GOKULAGRO.NS,Gokul Agro Resources Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GOLDIAM,GOLDIAM.NS,Goldiam International Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GOLDTECH,GOLDTECH.NS,AION-TECH Solutions Limited,Technology,NIFTY IT,^CNXIT
GOODLUCK,GOODLUCK.NS,Goodluck India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GOPAL,GOPAL.NS,Gopal Snacks Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GOYALALUM,GOYALALUM.NS,Goyal Aluminiums Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GPIL,GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GPPL,GPPL.NS,Gujarat Pipavav Port Limited,Industrials,NIFTY INFRA,^CNXINFRA
GPTHEALTH,GPTHEALTH.NS,GPT Healthcare Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
GPTINFRA,GPTINFRA.NS,GPT Infraprojects Limited,Industrials,NIFTY INFRA,^CNXINFRA
GRANULES,GRANULES.NS,Granules India Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
GRAPHITE,GRAPHITE.NS,Graphite India Limited,Industrials,NIFTY INFRA,^CNXINFRA
GRASIM,GRASIM.NS,Grasim Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GRAVITA,GRAVITA.NS,Gravita India Limited,Industrials,NIFTY INFRA,^CNXINFRA
GREAVESCOT,GREAVESCOT.NS,Greaves Cotton Limited,Industrials,NIFTY INFRA,^CNXINFRA
GREENLAM,GREENLAM.NS,Greenlam Industries Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GREENPANEL,GREENPANEL.NS,Greenpanel Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GREENPLY,GREENPLY.NS,Greenply Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GREENPOWER,GREENPOWER.NS,Orient Green Power Company Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
GRINDWELL,GRINDWELL.NS,Grindwell Norton Limited,Industrials,NIFTY INFRA,^CNXINFRA
GRINFRA,GRINFRA.NS,G R Infraprojects Limited,Industrials,NIFTY INFRA,^CNXINFRA
GRMOVER,GRMOVER.NS,GRM Overseas Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GROBTEA,GROBTEA.NS,The Grob Tea Company Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GROWW,GROWW.NS,GROWW,Financial Services,NIFTY FIN SERVICE,^CNXFIN
GRPLTD,GRPLTD.NS,GRP Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
GRSE,GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Industrials,NIFTY INFRA,^CNXINFRA
GRWRHITECH,GRWRHITECH.NS,Garware Hi-Tech Films Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GSFC,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GSPL,GSPL.NS,Gujarat State Petronet Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
GSS,GSS.NS,GSS Infotech Limited,Technology,NIFTY IT,^CNXIT
GTECJAINX,GTECJAINX.NS,G-Tec Jainx Education Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
GTL,GTL.NS,GTL Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
GTLINFRA,GTLINFRA.NS,GTL Infrastructure Limited,Technology,NIFTY IT,^CNXIT
GTPL,GTPL.NS,GTPL Hathway Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
GUFICBIO,GUFICBIO.NS,Gufic Biosciences Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
GUJALKALI,GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GUJAPOLLO,GUJAPOLLO.NS,Gujarat Apollo Industries Limited,Industrials,NIFTY INFRA,^CNXINFRA
GUJGASLTD,GUJGASLTD.NS,Gujarat Gas Limited,Utilities,NIFTY PSU BANK,^CNXPSUBANK
GUJTHEM,GUJTHEM.NS,Gujarat Themis Biosyn Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
GULFOILLUB,GULFOILLUB.NS,Gulf Oil Lubricants India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GULFPETRO,GULFPETRO.NS,GP Petroleums Limited,Energy,NIFTY ENERGY,^CNXENERGY
GULPOLY,GULPOLY.NS,Gulshan Polyols Limited,Basic Materials,NIFTY METAL,^CNXMETAL
GVPIL,GVPIL.NS,GE Power India Limited,Industrials,NIFTY INFRA,^CNXINFRA
GVPTECH,GVPTECH.NS,GVP Infotech Limited,Technology,NIFTY IT,^CNXIT
GVT&D,GVT&D.NS,GE Vernova T&D India Ltd,Industrials,NIFTY INFRA,^CNXINFRA
HAL,HAL.NS,Hindustan Aeronautics Limited,Industrials,NIFTY INFRA,^CNXINFRA
HAPPSTMNDS,HAPPSTMNDS.NS,Happiest Minds Technologies Limited,Technology,NIFTY IT,^CNXIT
HAPPYFORGE,HAPPYFORGE.NS,HAPPYFORGE,Industrials,NIFTY INFRA,^CNXINFRA
HARDWYN,HARDWYN.NS,Hardwyn India Limited,Industrials,NIFTY INFRA,^CNXINFRA
HARIOMPIPE,HARIOMPIPE.NS,Hariom Pipe Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HARRMALAYA,HARRMALAYA.NS,Harrisons Malayalam Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
HARSHA,HARSHA.NS,Harsha Engineers International Limited,Industrials,NIFTY INFRA,^CNXINFRA
HATHWAY,HATHWAY.NS,Hathway Cable and Datacom Limited,Communication Services,NIFTY MEDIA,^CNXMEDIA
HATSUN,HATSUN.NS,Hatsun Agro Product Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
HAVELLS,HAVELLS.NS,Havells India Limited,Industrials,NIFTY INFRA,^CNXINFRA
HAVISHA,HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HBLENGINE,HBLENGINE.NS,HBLENGINE,Industrials,NIFTY INFRA,^CNXINFRA
HCC,HCC.NS,Hindustan Construction Company Limited,Industrials,NIFTY INFRA,^CNXINFRA
HCG,HCG.NS,HealthCare Global Enterprises Limited,Healthcare,NIFTY PHARMA,^CNXPHARMA
HCL-INSYS,HCL-INSYS.NS,HCL Infosystems Limited,Technology,NIFTY IT,^CNXIT
HCLTECH,HCLTECH.NS,HCL Technologies Limited,Technology,NIFTY IT,^CNXIT
HDBFS,HDBFS.NS,HDBFS,Financial Services,NIFTY FIN SERVICE,^CNXFIN
HDFCAMC,HDFCAMC.NS,HDFC Asset Management Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
HDFCBANK,HDFCBANK.NS,HDFC Bank Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
HDFCLIFE,HDFCLIFE.NS,HDFC Life Insurance Company Limited,Financial Services,NIFTY FIN SERVICE,^CNXFIN
HEADSUP,HEADSUP.NS,Heads UP Ventures Limited,Consumer Cyclical,NIFTY AUTO,^CNXAUTO
HECPROJECT,HECPROJECT.NS,HEC Infra Projects Limited,Industrials,NIFTY INFRA,^CNXINFRA
HEG,HEG.NS,HEG Limited,Industrials,NIFTY INFRA,^CNXINFRA
HEIDELBERG,HEIDELBERG.NS,HeidelbergCement India Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HEMIPROP,HEMIPROP.NS,Hemisphere Properties India Limited,Real Estate,NIFTY REALTY,^CNXREALTY
HERANBA,HERANBA.NS,Heranba Industries Limited,Basic Materials,NIFTY METAL,^CNXMETAL
HERCULES,HERCULES.NS,Hercules Investments Limited,Industrials,NIFTY INFRA,^CNXINFRA
HERITGFOOD,HERITGFOOD.NS,Heritage Foods Limited,Consumer Defensive,NIFTY FMCG,^CNXFMCG
